Hostname,Operating System,Build
HRWKDQKGM02,Windows 10 Pro,19044
HRWKF65JQ53,Windows 10 Enterprise,19041
HRWKF65JSQ53,Windows 10 Enterprise,19041
HRWKF8WM9Y1,Windows 10 Enterprise,18363
HRWKFG2GHL2,Windows 10 Pro,19044
HRWKGCLHPY2,Windows 10 Enterprise,19042
HRWKGD801S2,Windows 10 Enterprise,19042
HRWKGPQFZ12,Windows 10 Enterprise,19041
HRWKGVZM0Q2,Windows 10 Enterprise,19042
HRWKGX0XPD2,Windows 10 Pro,19043
HRWKH58SFK2,Windows 10 Pro,19043
HRWKHGLJMR2,Windows 10 Enterprise,19042
HRWKHZCTMN2,Windows 10 Enterprise,19041
HRWKHZCVMN2,Windows 10 Enterprise,19044
HRWKHZCWMN2,Windows 10 Enterprise,19043
HRWKHZCXMN2,Windows 10 Enterprise,19041
HRWKJ7GRD42,Windows 10 Enterprise,19041
HRWKJ7LMD42,Windows 10 Enterprise,19042
HRWKJ7Q4CH2,Windows 10 Enterprise,19042
HRWKJB2WY12,Windows 10 Enterprise,19041
HRWKJDTJKH2,Windows 10 Enterprise,19042
HRWKJLF6PX2,Windows 10 Pro,19041
ITAP003V,Windows Server 2016 Datacenter,14393
ITAP004V,Windows Server 2012 R2 Datacenter,9600
ITFS101,Windows Server 2012 R2 Datacenter,9600
ITFS102,Windows Server 2012 R2 Datacenter,9600
ITLT011632,Windows 10 Pro,19044
ITLT011644,Windows 10 Pro,19043
ITLT011652,Windows 11,22000
ITLT011661,Windows 10 Pro,19042
ITLT011662,Windows 10 Pro,19042
ITLT011664,Windows 10 Pro,19042
ITLT011666,Windows 10 Pro,19044
ITLT011668,Windows 10 Pro,19044
ITLT011671,Windows 10 Pro,19044
ITLT011677,Windows 10 Pro,19044
ITLT015005,Windows 10 Pro,19043
ITLT015011,Windows 10 Pro,19043
ITLT015054,Windows 10 Pro,19043
ITLT016462,Windows 10 Pro,19043
ITLT016463,Windows 10 Pro,19043
ITLT016464,Windows 10 Pro,19043
ITLT016465,Windows 10 Pro,19043
ITLT016466,Windows 10 Pro,19043
ITLT016467,Windows 10 Pro,19043
ITLT016468,Windows 10 Pro,19043
ITLT016469,Windows 10 Pro,19043
ITLT016470,Windows 10 Pro,19043
ITLT016471,Windows 10 Pro,19043
ITLT016472,Windows 10 Pro,19043
ITLT016473,Windows 10 Pro,19043
ITLT016475,Windows 10 Pro,19043
ITLT016476,Windows 10 Pro,19043
ITLT016493,Windows 10 Pro,19043
ITLT016494,Windows 10 Pro,19043
ITLT016495,Windows 10 Pro,19043
ITLT016497,Windows 10 Pro,19043
ITLT016498,Windows 10 Pro,19043
ITLT016499,Windows 10 Pro,19043
ITLT016500,Windows 10 Pro,19043
ITLT016501,Windows 10 Pro,19043
ITLT230707,Windows 10 Pro,19043
ITLT231259,Windows 10 Pro,19043
ITLT232745,Windows 10 Pro,19043
ITLT240615,Windows 10 Enterprise,19042
ITLT240632,Windows 10 Pro,19043
ITLT240638,Windows 10 Enterprise,19042
ITLT246832,Windows 10 Pro,19043
ITLT246942,Windows 10 Pro,19043
ITLT246964,Windows 10 Enterprise,19041
ITWK000377,Windows 10 Enterprise,19041
ITWK000387,Windows 10 Pro,22000
ITWK000395,Windows 10 Enterprise,19043
ITWK200118,Windows 10 Enterprise,19042
ITWK214663,Windows 10 Enterprise,19041
ITWK216666,Windows 10 Enterprise,19044
ITWK219342,Windows 10 Enterprise,19042
ITWK225035,Windows 10 Pro,19042
ITWK230726,Windows 10 Enterprise,19043
ITWK232727,Windows 10 Enterprise,19044
ITWK232736,Windows 10 Pro,19043
ITWK232737,Windows 10 Pro,19044
ITWK232741,Windows 10 Pro,19043
ITWK234959,Windows 10 Pro,19043
ITWK234960,Windows 10 Pro,19043
ITWK234961,Windows 10 Pro,19044
ITWK234962,Windows 10 Pro,19043
ITWK234964,Windows 10 Pro,19043
ITWK234966,Windows 10 Pro,19043
ITWK234967,Windows 10 Pro,19043
ITWK234968,Windows 10 Pro,19044
ITWK237275,Windows 10 Pro,19042
ITWK237276,Windows 10 Enterprise,19044
ITWK237277,Windows 10 Enterprise,19042
ITWK237279,Windows 10 Pro,19043
ITWK237280,Windows 10 Pro,19043
ITWK237308,Windows 10 Enterprise,19043
ITWK237314,Windows 10 Pro,19043
ITWK237315,Windows 10 Pro,19042
ITWK237316,Windows 10 Pro,19043
ITWK237317,Windows 10 Pro,19044
ITWK237319,Windows 10 Pro,19042
ITWK237320,Windows 10 Pro,19044
ITWK237321,Windows 10 Pro,19043
ITWK237322,Windows 10 Pro,19044
ITWK237323,Windows 10 Pro,19043
ITWK237324,Windows 10 Pro,19043
ITWK237325,Windows 10 Pro,19043
ITWK237327,Windows 10 Pro,19043
ITWK237328,Windows 10 Pro,19042
ITWK238177,Windows 10 Pro,19042
ITWK238194,Windows 10 Pro,19044
ITWK238203,Windows 10 Pro,19044
ITWK238204,Windows 10 Pro,19043
ITWK238205,Windows 10 Pro,19043
ITWK240634,Windows 10 Pro,19044
ITWK246804,Windows 10 Pro,19043
ITWK250531,Windows 10 Pro,19042
SALESCL131801S,Windows 10 Education,19043
SALESCL131802S,Windows 10 Education,19043
SALESCL131803S,Windows 10 Education,19043
SALESCL131805S,Windows 10 Education,19043
SALESCL131806S,Windows 10 Education,19043
SALESCL131807S,Windows 10 Education,19043
SALESCL131808S,Windows 10 Education,19043
SALESCL131809S,Windows 10 Education,19043
SALESCL131810S,Windows 10 Education,19043
SALESCL131811S,Windows 10 Education,19043
SALESCL131812S,Windows 10 Education,19043
SALESCL131813S,Windows 10 Education,19043
SALESCL131814S,Windows 10 Education,19043
SALESCL131815S,Windows 10 Education,19043
SALESCL131816S,Windows 10 Education,19043
SALESCL350501S,Windows 10 Education,19043
SALESCL350502S,Windows 10 Education,19043
SALESCL350503S,Windows 10 Education,19043
SALESCL350504S,Windows 10 Education,19043
SALESCL350505S,Windows 10 Education,19043
SALESCL350506S,Windows 10 Education,19043
SALESCL350507S,Windows 10 Education,19043
SALESCL350508S,Windows 10 Education,19043
SALESCL350509S,Windows 10 Education,19043
SALESCL350510S,Windows 10 Education,19043
SALESCL350511S,Windows 10 Education,19043
SALESCL350512S,Windows 10 Education,19043
SALESCL350513S,Windows 10 Education,19043
SALESCL350514S,Windows 10 Education,19043
SALESCL350515S,Windows 10 Education,19043
SALESCL350516S,Windows 10 Education,19043
SALESCL350517S,Windows 10 Education,19043
SALESCL350518S,Windows 10 Education,19043
SALESCL350519S,Windows 10 Education,19043
SALESCL350520S,Windows 10 Education,19043
SALESCL350521S,Windows 10 Education,19043
SALESCL350522S,Windows 10 Education,19043
SALESCL350523S,Windows 10 Education,19043
SALESCL350524S,Windows 10 Education,19043
SALESCL350525S,Windows 10 Education,19043
SALESCL350526S,Windows 10 Education,19043
SALESCL350527S,Windows 10 Education,19043
SALESCL350528S,Windows 10 Education,19043
SALESCL350529S,Windows 10 Education,19043
SALESCL350530S,Windows 10 Education,19043
SALESCL350531S,Windows 10 Education,19043
SALESCL350532S,Windows 10 Education,19043
SALESDB001V,Windows Server 2012 R2 Standard,9600
SALESLK218040,Windows 10 Enterprise,19042
SALESLT007874,Windows 10 Enterprise,19043
SALESLT008951,Windows 10 Enterprise,19042
SALESLT008960,Windows 10 Enterprise,17134
SALESLT012386,Windows 10 Enterprise,19042
SALESLT012387,Windows 10 Enterprise,16299
SALESLT012845,Windows 10 Education,19041
SALESLT012846,Windows 10 Education,19041
SALESLT012897,Windows 10 Education,19043
SALESLT012903,Windows 10 Pro,19043
SALESLT012904,Windows 10 Pro,19042
SALESLT012905,Windows 10 Pro,19042
SALESLT012908,Windows 10 Enterprise,19042
SALESLT012915,Windows 10 Education,19043
SALESLT012921,Windows 10 Education,19043
SALESLT012922,Windows 10 Education,19043
SALESLT012989,Windows 10 Education,19041
SALESLT013000,Windows 10 Education,19041
SALESLT013001,Windows 10 Education,22000
SALESLT013002,Windows 10 Education,19044
SALESLT013015,Windows 10 Enterprise,19042
SALESLT013016,Windows 10 Enterprise,18363
SALESLT013017,Windows 10 Education,19041
SALESLT013019,Windows 10 Education,19043
SALESLT013020,Windows 10 Education,19041
SALESLT013807,Windows 10 Education,19042
SALESLT013810,Windows 10 Enterprise,19042
SALESLT015536,Windows 10 Enterprise,19043
SALESLT015565,Windows 10 Education,19044
SALESLT015567,Windows 10 Education,19043
SALESLT015568,Windows 10 Education,19043
SALESLT015575,Windows 10 Education,19044
SALESLT015595,Windows 10 Enterprise,22000
SALESLT015596,Windows 10 Enterprise,19042
SALESLT015602,Windows 10 Enterprise,19042
SALESLT015603,Windows 10 Enterprise,19042
SALESLT016461,Windows 10 Enterprise,18363
SALESLT016528,Windows 10 Enterprise,18363
SALESLT017781,Windows 10 Enterprise,19043
SALESLT123456,Windows 10 Enterprise,19042
SALESLT193260,Windows 10 Enterprise,19041
SALESLT207596,Windows 10 Enterprise,19042
SALESLT212662,Windows 10 Enterprise,19042
SALESLT218040,Windows 10 Education,19043
SALESLT220474,Windows 10 Enterprise,18363
SALESLT221996,Windows 10 Enterprise,19043
SALESLT226914,Windows 10 Enterprise,19042
SALESLT226917,Windows 10 Enterprise,19042
SALESLT226981,Windows 10 Education,19042
SALESLT226982,Windows 10 Enterprise,18363
SALESLT227173,Windows 10 Enterprise,19043
SALESLT227190,Windows 10 Enterprise,19042
SALESLT227212,Windows 10 Enterprise,19042
SALESLT229571,Windows 10 Enterprise,19044
SALESLT229571a,Windows 10 Enterprise,19044
SALESLT229583,Windows 10 Enterprise,19044
SALESLT229609,Windows 10 Enterprise,19042
SALESLT229614,Windows 10 Education,19043
SALESLT229671,Windows 10 Enterprise,19041
SALESLT229677,Windows 10 Enterprise,19041
SALESLT230193,Windows 10 Enterprise,19042
SALESLT230210,Windows 10 Enterprise,19043
SALESLT230213,Windows 10 Enterprise,19042
SALESLT230215,Windows 10 Enterprise,19044
SALESLT230258,Windows 10 Education,19042
SALESLT230263,Windows 10 Enterprise,19042
SALESLT230490,Windows 10 Pro,19042
SALESLT230491,Windows 10 Enterprise,18363
SALESLT230492,Windows 10 Education,19044
SALESLT230505,Windows 10 Enterprise,19043
SALESLT230506,Windows 10 Enterprise,19042
SALESLT230512,Windows 10 Education,19043
SALESLT230540,Windows 10 Education,19043
SALESLT230550,Windows 10 Enterprise,19043
SALESLT230560,Windows 10 Enterprise,19042
SALESLT233490,Windows 10 Enterprise,19043
SALESLT233493,Windows 10 Enterprise,19042
SALESLT233503,Windows 10 Enterprise,19043
SALESLT233504,Windows 10 Enterprise,19042
SALESLT233538A,Windows 10 Pro,19042
SALESLT233544,Windows 10 Enterprise,19042
SALESLT235739,Windows 10 Enterprise,19042
SALESLT235740,Windows 10 Enterprise,19042
SALESlt235747,Windows 10 Enterprise,19042
SALESLT235758,Windows 10 Enterprise,19042
SALESLT235772,Windows 10 Enterprise,19043
SALESLT235783,Windows 10 Education,19041
SALESLT235784,Windows 10 Education,19043
SALESlt235788,Windows 10 Enterprise,19042
SALESLT235793,Windows 10 Education,19043
SALESlt235794,Windows 10 Enterprise,17134
SALESLT235795,Windows 10 Enterprise,17134
SALESLT235796,Windows 10 Enterprise,19042
SALESLT235797,Windows 10 Enterprise,17134
SALESLT235805,Windows 10 Education,19043
SALESLT235810,Windows 10 Enterprise,19042
SALESLT235817,Windows 10 Enterprise,19044
SALESLT235818,Windows 10 Enterprise,19043
SALESLT235820,Windows 10 Enterprise,19043
SALESlt235823,Windows 10 Enterprise,19042
SALESLT235854,Windows 10 Enterprise,19042
SALESLT235855,Windows 10 Enterprise,19042
SALESLT235866,Windows 10 Enterprise,19042
SALESLT235871,Windows 10 Enterprise,19043
SALESLT235882,Windows 10 Enterprise,19042
SALESLT235883,Windows 10 Enterprise,19042
SALESLT235939,Windows 10 Enterprise,19041
SALESLT235953,Windows 10 Enterprise,19042
SALESLT235956,Windows 10 Enterprise,19042
SALESLT235960,Windows 10 Enterprise,19042
SALESLT235964,Windows 10 Enterprise,19043
SALESLT235969,Windows 10 Enterprise,19043
SALESLT235974,Windows 10 Enterprise,19042
SALESLT235977,Windows 10 Enterprise,19042
SALESLT235980,Windows 10 Enterprise,19042
SALESLT236002,Windows 10 Enterprise,19043
SALESLT236005,Windows 10 Education,19043
SALESLT236012,Windows 10 Education,19041
SALESLT236017,Windows 10 Education,19041
SALESLT236033,Windows 10 Enterprise,19042
SALESLT236039,Windows 10 Education,19042
SALESLT236040,Windows 10 Education,19041
SALESLT236041,Windows 10 Education,19041
SALESLT236043,Windows 10 Enterprise,22000
SALESLT236046,Windows 10 Education,19041
SALESLT236047,Windows 10 Education,19041
SALESLT236048,Windows 10 Education,19041
SALESLT236049,Windows 10 Enterprise,19043
SALESLT236050,Windows 10 Enterprise,19042
SALESLT236051,Windows 10 Pro,19042
SALESLT236055,Windows 10 Enterprise,19044
SALESLT236059,Windows 10 Education,19041
SALESLT236098,Windows 10 Enterprise,19042
SALESLT236104,Windows 10 Enterprise,19042
SALESLT236108,Windows 10 Enterprise,19042
SALESLT236112,Windows 10 Education,19043
SALESLT238383,Windows 10 Enterprise,19042
SALESLT242520,Windows 10 Enterprise,17134
SALESLT242537,Windows 10 Education,19041
SALESLT242606,Windows 10 Enterprise,19042
SALESLT242611,Windows 10 Education,22000
SALESLT242612,Windows 10 Education,19043
SALESLT242622,Windows 10 Education,19041
SALESLT246448,Windows 10 Enterprise,19042
SALESLT246458,Windows 10 Enterprise,19043
SALESLT246464,Windows 10 Enterprise,19042
SALESLT247133,Windows 10 Enterprise,19042
SALESLT247135,Windows 10 Enterprise,19042
SALESLT247138,Windows 10 Enterprise,19042
SALESLT247145,Windows 10 Enterprise,19042
SALESLT247147,Windows 10 Enterprise,19042
SALESLT247149,Windows 10 Enterprise,19042
SALESLT247151,Windows 10 Pro,19042
SALESLT247165,Windows 10 Enterprise,19042
SALESLT247176,Windows 10 Enterprise,19042
SALESLT247179,Windows 10 Enterprise,19042
SALESLT247184,Windows 10 Enterprise,19042
SALESLT247194,Windows 10 Pro,19042
SALESLT247195,Windows 10 Enterprise,19042
SALESLT247196,Windows 10 Enterprise,19042
SALESLT247214,Windows 10 Enterprise,19042
SALESLT247216,Windows 10 Enterprise,19043
SALESLT247217,Windows 10 Education,22000
SALESLT247218,Windows 10 Enterprise,19042
SALESLT247226,Windows 10 Enterprise,19043
SALESLT247227,Windows 10 Enterprise,19042
SALESLT247231,Windows 10 Enterprise,19042
SALESLT247232,Windows 10 Enterprise,19044
SALESLT247239,Windows 10 Enterprise,19042
SALESLT247240,Windows 10 Education,19044
SALESLT247241,Windows 10 Enterprise,19044
SALESLT247247,Windows 10 Education,19041
SALESLT247253,Windows 10 Enterprise,19042
SALESLT247261,Windows 10 Enterprise,19042
SALESLT247270,Windows 10 Enterprise,19044
SALESLT247272,Windows 10 Enterprise,19042
SALESLT247274,Windows 10 Enterprise,19043
SALESLT247279,Windows 10 Enterprise,19042
SALESLT247286,Windows 10 Enterprise,19044
SALESLT248200,Windows 10 Pro,19042
SALESLT248201,Windows 10 Pro,19042
SALESLT249774,Windows 10 Enterprise,19042
SALESLT258081,Windows 11,22000
SALESLT258083,Windows 10 Enterprise,19043
SALESLT258085,Windows 10 Enterprise,19044
SALESLTTL015574,Windows 10 Education,19044
SALESLWBLBA01M,Windows 10 Education,19043
SALESLWBLDC001M,Windows 10 Education,19043
SALESLWBLDC002M,Windows 10 Education,19043
SALESLWCF1326M,Windows 10 Education,19043
SALESLWCF2333M,Windows 10 Education,19043
SALESLWCF2570PM,Windows 10 Education,19043
SALESLWCF3332M,Windows 10 Education,19043
SALESLWCF3570M,Windows 10 Education,19043
SALESLWCF4335M,Windows 10 Education,19043
SALESLWCF4534M,Windows 10 Education,19043
SALESLWCF4535M,Windows 10 Education,19043
SALESLWCL220301M,Windows 10 Education,19043
SALESLWCL220302M,Windows 10 Education,19043
SALESLWCL220303M,Windows 10 Education,19043
SALESLWCL220304M,Windows 10 Education,19043
SALESLWCL220305M,Windows 10 Education,19043
SALESLWCL220306M,Windows 10 Education,19043
SALESLWCL220307M,Windows 10 Education,19043
SALESLWCL220308M,Windows 10 Education,19043
SALESLWCL220309M,Windows 10 Education,19043
SALESLWCL220310M,Windows 10 Education,19043
SALESLWCL220311M,Windows 10 Education,19043
SALESLWCL220312M,Windows 10 Education,19043
SALESLWCL220313M,Windows 10 Education,19043
SALESLWCL220314M,Windows 10 Education,19043
SALESLWCL220315M,Windows 10 Education,19043
SALESLWCL220316M,Windows 10 Education,19043
SALESLWCL220317M,Windows 10 Education,19043
SALESLWCL220318M,Windows 10 Education,19043
SALESLWCL220319M,Windows 10 Education,19043
SALESLWCL220320M,Windows 10 Education,19043
SALESLWCL220321M,Windows 10 Education,19043
SALESLWCL220322M,Windows 10 Education,19043
SALESLWCL220323M,Windows 10 Education,19043
SALESLWCL220324M,Windows 10 Education,19043
SALESLWCL220325M,Windows 10 Education,19043
SALESLWCL220326M,Windows 10 Education,19043
SALESLWCL220327M,Windows 10 Education,19043
SALESLWCL220328M,Windows 10 Education,19043
SALESLWCL220329M,Windows 10 Education,19043
SALESLWCL220330M,Windows 10 Education,19043
SALESLWCL220331M,Windows 10 Education,19043
SALESLWCL220332M,Windows 10 Education,19043
SALESLWCL220333M,Windows 10 Education,19043
SALESLWCL220335M,Windows 10 Education,19043
SALESLWCL220336M,Windows 10 Education,19043
SALESLWCL220337M,Windows 10 Education,19043
SALESLWCL220338M,Windows 10 Education,19043
SALESLWCL220339M,Windows 10 Education,19043
SALESLWCL220340M,Windows 10 Education,19043
SALESLWCL220342M,Windows 10 Education,19043
SALESLWCL220343M,Windows 10 Education,19043
SALESLWCL220344M,Windows 10 Education,19043
SALESLWCL351801M,Windows 10 Education,19043
SALESLWCL351802M,Windows 10 Education,19043
SALESLWCL351803M,Windows 10 Education,19043
SALESLWCL351804M,Windows 10 Education,19043
SALESLWCL351805M,Windows 10 Education,19043
SALESLWCL351806M,Windows 10 Education,19043
SALESLWCL351807M,Windows 10 Education,19043
SALESLWCL351808M,Windows 10 Education,19043
SALESLWCL351809M,Windows 10 Education,19043
SALESLWCL351810M,Windows 10 Education,19043
SALESLWCL351811M,Windows 10 Education,19043
SALESLWCL351812M,Windows 10 Education,19043
SALESLWCL351813M,Windows 10 Education,19043
SALESLWCL351814M,Windows 10 Education,19043
SALESLWCL351815M,Windows 10 Education,19043
SALESLWCL351816M,Windows 10 Education,19043
SALESLWCL351817M,Windows 10 Education,19043
SALESLWCL351818M,Windows 10 Education,19043
SALESLWCL352201M,Windows 10 Education,19043
SALESLWCL352202M,Windows 10 Education,19043
SALESLWCL352203M,Windows 10 Education,19043
SALESLWCL352204M,Windows 10 Education,19043
SALESLWCL352205M,Windows 10 Education,19043
SALESLWCL352206M,Windows 10 Education,19043
SALESLWCL352207M,Windows 10 Education,19043
SALESLWCL352208M,Windows 10 Education,19043
SALESLWCL352209M,Windows 10 Education,19043
SALESLWCL352210M,Windows 10 Education,19043
SALESLWCL352211M,Windows 10 Education,19043
SALESLWCL352212M,Windows 10 Education,19043
SALESLWCL352213M,Windows 10 Education,19043
SALESLWCL352214M,Windows 10 Education,19043
SALESLWCL352216M,Windows 10 Education,19043
SALESLWCL352217M,Windows 10 Education,19043
SALESLWCL352218M,Windows 10 Education,19043
SALESLWCL352219M,Windows 10 Education,19043
SALESLWCL352220M,Windows 10 Education,19043
SALESLWCL352221M,Windows 10 Education,19043
SALESLWCL352222M,Windows 10 Education,19043
SALESLWCL352223M,Windows 10 Education,19043
SALESLWCL352224M,Windows 10 Education,19043
SALESLWCL352225M,Windows 10 Education,19043
SALESLWCL352226M,Windows 10 Education,19043
SALESLWIN1202M,Windows 10 Education,19043
SALESLWIN1206M,Windows 10 Education,19043
SALESLWIN1212M,Windows 10 Education,19043
SALESLWIN1303M,Windows 10 Education,19043
SALESLWIN1307M,Windows 10 Education,19043
SALESLWIN1311M,Windows 10 Education,19043
SALESLWIN1314M,Windows 10 Education,19043
SALESLWIN1330M,Windows 10 Education,19043
SALESLWIN1333M,Windows 10 Education,19043
SALESLWIN1335M,Windows 10 Education,19043
SALESLWIN1336M,Windows 10 Education,19043
SALESLWIN1411M,Windows 10 Education,19043
SALESLWIN1412M,Windows 10 Education,19043
SALESLWIN1415M,Windows 10 Education,19043
SALESLWIN1418M,Windows 10 Education,19043
SALESLWIN1505M,Windows 10 Education,19043
SALESLWIN1511M,Windows 10 Education,19043
SALESLWIN1518M,Windows 10 Education,19043
SALESLWIN1520M,Windows 10 Education,19043
SALESLWIN1524M,Windows 10 Education,19043
SALESLWIN1528M,Windows 10 Education,19043
SALESLWIN2203M,Windows 10 Education,19043
SALESLWIN2505M,Windows 10 Education,19043
SALESLWIN2509M,Windows 10 Education,19043
SALESLWIN2511M,Windows 10 Education,19043
SALESLWIN2534M,Windows 10 Education,19043
SALESLWIN3330HM,Windows 10 Education,19043
SALESLWIN3505M,Windows 10 Education,19043
SALESLWIN3518M,Windows 10 Education,19043
SALESLWIN3522M,Windows 10 Education,19043
SALESLWINBA101M,Windows 10 Education,19043
SALESLWINBA102M,Windows 10 Education,19043
SALESLWINBA103M,Windows 10 Education,19043
SALESLWINBA104M,Windows 10 Education,19043
SALESLWINDC01M,Windows 10 Education,19043
SALESLWINDC02M,Windows 10 Education,19043
SALESLWINDC03M,Windows 10 Education,19043
SALESLWINDC04M,Windows 10 Education,19043
SALESLWINDC05M,Windows 10 Education,19043
SALESLWLB131804M,Windows 10 Education,19043
SALESLWLB131817M,Windows 10 Education,19043
SALESLWLB157201M,Windows 10 Education,19043
SALESLWLB157202M,Windows 10 Education,19043
SALESLWLB157203M,Windows 10 Education,19043
SALESLWLB157204M,Windows 10 Education,19043
SALESLWLB157205M,Windows 10 Education,19043
SALESLWLB157206M,Windows 10 Education,19043
SALESLWLB157207M,Windows 10 Education,19043
SALESLWLB157208M,Windows 10 Education,19043
SALESLWLB157209M,Windows 10 Education,19043
SALESLWLB157210M,Windows 10 Education,19043
SALESLWLB157211M,Windows 10 Education,19043
SALESLWLB157212M,Windows 10 Education,19043
SALESLWLB157213M,Windows 10 Education,19043
SALESLWLB157214M,Windows 10 Education,19043
SALESLWLB157215M,Windows 10 Education,19043
SALESLWLB157216M,Windows 10 Education,19043
SALESLWLB157217M,Windows 10 Education,19043
SALESLWLB157218M,Windows 10 Education,19043
SALESLWLB157219M,Windows 10 Education,19043
SALESLWLB157220M,Windows 10 Education,19043
SALESLWLB157221M,Windows 10 Education,19043
SALESLWLB157222M,Windows 10 Education,19043
SALESLWLB157223M,Windows 10 Education,19043
SALESLWLB157224M,Windows 10 Education,19043
SALESLWLB157225M,Windows 10 Education,19043
SALESLWLB157226M,Windows 10 Education,19043
SALESLWLB157227M,Windows 10 Education,19043
SALESLWLB157228M,Windows 10 Education,19043
SALESLWLB157229M,Windows 10 Education,19043
SALESLWLB157230M,Windows 10 Education,19043
SALESLWLB157231M,Windows 10 Education,19043
SALESLWLB157232M,Windows 10 Education,19043
SALESLWLB157233M,Windows 10 Education,19043
SALESLWLB157234M,Windows 10 Education,19043
SALESLWLBBA01M,Windows 10 Education,19043
SALESLWLBBA02M,Windows 10 Education,19043
SALESLWLBBA03M,Windows 10 Education,19043
SALESLWLBBA04M,Windows 10 Education,19043
SALESLWLBDC01M,Windows 10 Education,19043
SALESLWLBDC02M,Windows 10 Education,19043
SALESLWLBDC03M,Windows 10 Education,19043
SALESLWLBDC04M,Windows 10 Education,19043
SALESPS001PV,Windows Server 2012 R2 Standard,9600
SALESwk010012,Windows 10 Enterprise,19043
SALESWK010962,Windows 10 Education,18363
SALESWK012418,Windows 10 Enterprise,19042
SALESWK012891,Windows 10 Education,19043
SALESWK012917,Windows 10 Education,19043
SALESWK012918,Windows 10 Education,19043
SALESWK012919,Windows 10 Education,19044
SALESWK012920,Windows 10 Education,19044
SALESWK015539,Windows 10 Enterprise,19043
SALESWK015550,Windows 10 Education,19044
SALESWK015571,Windows 10 Education,19044
SALESWK015572,Windows 10 Enterprise,19042
SALESWK015576,Windows 10 Enterprise,19042
SALESWK015589,Windows 10 Enterprise,19042
SALESWK015590,Windows 10 Enterprise,19042
SALESWK015591,Windows 10 Enterprise,19042
SALESWK040615V,Windows 10 Enterprise,19042
SALESwk1111v,Windows 10 Enterprise,19042
SALESWK12495,Windows 10 Enterprise,19042
SALESWK16810112V,Windows 10 Education,19044
SALESWK202107FGV,Windows 10 Education,19043
SALESWK203084,Windows 10 Enterprise,19042
SALESWK207658,Windows 10 Enterprise,17134
SALESWK209440,Windows 10 Enterprise,18363
SALESWK212632,Windows 10 Enterprise,19042
SALESWK216045,Windows 10 Enterprise,17134
SALESWK218013,Windows 10 Enterprise,19042
SALESWK218034,Windows 10 Enterprise,19043
SALESWK218041,Windows 10 Enterprise,18363
SALESWK220499,Windows 10 Enterprise,17134
SALESWK221998,Windows 10 Education,19043
SALESWK222015,Windows 10 Enterprise,19041
SALESWK222128,Windows 10 Enterprise,19043
SALESWK222133,Windows 10 Enterprise,19042
SALESWK222159,Windows 10 Education,19041
SALESWK222165,Windows 10 Enterprise,19042
SALESWK222170,Windows 10 Enterprise,18362
SALESWK222174,Windows 10 Enterprise,18363
SALESWK222179A,Windows 10 Enterprise,19042
SALESWK222196,Windows 10 Enterprise,19042
SALESWK222205,Windows 10 Enterprise,19044
SALESWK222217,Windows 10 Education,19042
SALESWK222222,Windows 10 Enterprise,19042
SALESWK222226,Windows 10 Education,19041
SALESWK222227,Windows 10 Enterprise,18362
SALESWK222228,Windows 10 Enterprise,18363
SALESWK224795,Windows 10 Enterprise,19042
SALESWK224809,Windows 10 Enterprise,19042
SALESWK224863,Windows 10 Enterprise,19042
SALESWK224864,Windows 10 Enterprise,19042
SALESWK226970,Windows 10 Enterprise,19043
SALESWK227192,Windows 10 Enterprise,19042
SALESWK229548,Windows 10 Enterprise,19043
SALESWK229551,Windows 10 Enterprise,19044
SALESWK229584,Windows 10 Enterprise,19044
SALESWK229613,Windows 10 Enterprise,19043
SALESWK229672,Windows 10 Enterprise,19042
SALESWK230156,Windows 10 Enterprise,19043
SALESWK230201,Windows 10 Enterprise,19042
SALESWK230202,Windows 10 Enterprise,19043
SALESWK230204,Windows 10 Enterprise,19042
SALESWK230208,Windows 10 Enterprise,19042
SALESWK230222,Windows 10 Education,19041
SALESWK230236,Windows 10 Enterprise,19042
SALESWK230252,Windows 10 Enterprise,17134
SALESWK230261,Windows 10 Enterprise,19042
SALESWK230270,Windows 10 Enterprise,19042
SALESWK230497,Windows 10 Enterprise,19043
SALESWK230529,Windows 10 Enterprise,19043
SALESWK230545,Windows 10 Enterprise,18363
SALESWK230553,Windows 10 Enterprise,18363
SALESWK230559,Windows 10 Pro,19043
SALESWK230572,Windows 10 Enterprise,19043
SALESWK230573,Windows 10 Enterprise,19043
SALESWK230578,Windows 10 Enterprise,19042
SALESWK230579,Windows 10 Enterprise,19044
SALESWK230917,Windows 10 Enterprise,19042
SALESWK230918,Windows 10 Enterprise,19044
SALESWK233464,Windows 10 Enterprise,18363
SALESWK233485,Windows 10 Enterprise,17134
SALESWK233543,Windows 10 Enterprise,19042
SALESWK233546,Windows 10 Enterprise,19042
SALESWK233553,Windows 10 Education,19041
SALESWK235724,Windows 10 Enterprise,19042
SALESWK235734,Windows 10 Enterprise,19042
SALESWK235742,Windows 10 Enterprise,19042
SALESWK235743,Windows 10 Enterprise,19042
SALESWK235744,Windows 10 Enterprise,19043
SALESWK235749,Windows 10 Enterprise,19042
SALESWK235774,Windows 10 Enterprise,19042
SALESWK235787,Windows 10 Enterprise,19042
SALESWK235824,Windows 10 Pro,19044
SALESWK235843,Windows 10 Enterprise,19043
SALESWK235851,Windows 10 Enterprise,19042
SALESWK235859,Windows 10 Enterprise,17134
